,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapping - ArchivesSpace Resource record SECTION,Resource Identifying Information,Resource Identifying Information,Resource Identifying Information,Archival Object Context Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Dates,Dates,Dates,Dates,Dates,Dates,Dates (2),Dates (2),Dates (2),Dates(2),Dates (2),Dates (2),Dates (3),Dates (3),Dates (3),Dates(3),Dates (3),Dates (3),Dates (4),Dates (4),Dates (4),Dates(4),Dates (4),Dates (4),Dates (5),Dates (5),Dates (5),Dates(5),Dates 53),Dates (5),Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,
,,mt839rq8746,,cp198jm8242,Final Plea: Albert SPEER,H-1307,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),93 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cp198jm8242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-51 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xz337zt3610,Final Plea: Julius STREICHER,H-1308,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),71 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xz337zt3610,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-59 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rj426wd7869,Final Plea: Gestapo,H-2716,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),59 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rj426wd7869,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-90 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,nt945dq2100,Final Plea: Leadership Corps (Political Leaders),H-2717,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),79 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/nt945dq2100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-74,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,bt152qg5347,Final Plea: Reich Cabinet,H-2718,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),64 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/bt152qg5347,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-60 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,hg595mt4935,Final Plea: SA,H-2719,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),76 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/hg595mt4935,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-72 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cc555fn5287,Final Plea: SD,H-2720,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),40 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cc555fn5287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-37,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ch253by4012,Final Plea: SS,H-2721,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),101 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ch253by4012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-79 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,mt515zx9029,Final Plea: General Staff,H-2722,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),96 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/mt515zx9029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,"pp. 1-91 plus 3 loose pages comprising cover page, table of contents and page of salutation",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rf050rg4547,Final Plea: Gestapo,H-2723,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),99 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rf050rg4547,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-90 plus cover page and two-page table of contents,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xc922np3010,Final Plea: Leadership Corps (Political Leaders),H-2724,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),80 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xc922np3010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-75,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,tq114jd2327,Final Plea: Reich Cabinet,H-2725,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),63 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/tq114jd2327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-60 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vh507ff6965,Final Plea: SA,H-2726,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),76 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vh507ff6965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-72 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,kk550xn7933,Final Plea: SD,H-2727,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),119 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/kk550xn7933,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-115 plus cover page and one page Notes,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rb137zk3709,Final Plea: SD,H-2728,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),118 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rb137zk3709,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-115 plus cover page (bound in folder),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sf621fp6584,Final Plea: SD,H-2729,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),118 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sf621fp6584,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-115 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cy658jf4980,"a) Final Plea: SS, b) Appendix to Final Plea: SS",H-2730,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),115 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cy658jf4980,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,"(a) pp. 1-87 plus cover page, (b) pp. 1-23 plus cover page",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qh231yb4146,"Plea of Dr. Jahrreiss on behalf of all Defense Counsel, on the breach of peace between States",H-2731,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),97 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qh231yb4146,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-77,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fj305yy4999,Final Plea: General Staff,H-2732,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),156 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fj305yy4999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. A-C and 1-91,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,hp473qs7537,Final Plea: Gestapo,H-2733,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),186 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/hp473qs7537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. A-C and 1-90,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sv546rf5077,Final Plea: Leadership Corps (Political Leaders),H-2734,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),122 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sv546rf5077,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-75,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qp841qc4887,Final Plea: Reich Cabinet,H-2735,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),119 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qp841qc4887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. A and 1-60,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,nm715dk2966,Final Plea: SA,H-2736,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),118 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/nm715dk2966,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. A and 1-72,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,dy516zr6457,Final Plea: SD,H-2737,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),204 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/dy516zr6457,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,pp. 1-115,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,zk315cj4663,"a) Final Plea: SS, b) Appendix to Final Plea: SS",H-2738,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),203 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/zk315cj4663,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas in English listed below have various titles, such as Final Plea: Closing Speech: Final Pleading, Plea, Final Speech.",1,,,,,,,,,,,"(a) pp. 1-87 plus cover page, (b) pp. 1-23 plus cover page",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sk191kr2349,"BORMANN Clemency Plea with attachment, 2 Oct 1946",H-2764,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-10-02,,single,1946-10-02,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),77 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sk191kr2349,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,85043413,English language,function,lcsh,85051829,French language,function,lcsh,85115971,Russian language,function,lcsh,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,"38 pages (German), 14 pages (English), 14 pages (French), 7 pages (Russian)",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cc352xc5090,"DOENITZ Clemency Plea with attachment, 3 Oct 1946",H-2765,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-10-03,,single,1946-10-03,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),32 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cc352xc5090,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,85043413,English language,function,lcsh,85051829,French language,function,lcsh,85115971,Russian language,function,lcsh,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,"7 pages (German), 6 pages (English), 9 pages (French), 8 pages (Russian)",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qr099jv2232,"FRANK Clemency Plea, 4 Oct 1946",H-2766,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-10-04,,single,1946-10-04,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),63 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qr099jv2232,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,85043413,English language,function,lcsh,85051829,French language,function,lcsh,85115971,Russian language,function,lcsh,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,"15 pages (German), 14 pages (English), 16 pages (French), 15 pages (Russian)",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,pt360jb3991,"FRICK Clemency Plea, 4 Oct 1946",H-2767,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-10-04,,single,1946-10-04,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),13 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/pt360jb3991,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,85043413,English language,function,lcsh,85051829,French language,function,lcsh,85115971,Russian language,function,lcsh,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,"2 pages (German), 2 pages (English), 4 pages (French), 2 pages (Russian)",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fp933yz5221,"FUNK Clemency Plea, 4 Oct 1946",H-2768,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-10-04,,single,1946-10-04,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),38 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fp933yz5221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,85043413,English language,function,lcsh,85051829,French language,function,lcsh,85115971,Russian language,function,lcsh,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,"6 pages (German), 6 pages (English), 11 pages (French), 12 pages (Russian)",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,yp664zj2213,"GOERING Clemency Plea, 4 Oct 1946",H-2769,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-10-04,,single,1946-10-04,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),26 pages,Folders,,,,,,,,text,Box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/yp664zj2213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,85043413,English language,function,lcsh,85051829,French language,function,lcsh,85115971,Russian language,function,lcsh,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,"4 pages (German), 8 pages (English), 7 pages (French), 4 pages (Russian)",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
